start,peak,end,peak_counts,background,snr,duration_s,instrument
2026-06-03 00:01:58+00:00,2026-06-03 00:01:58+00:00,2026-06-03 00:02:36+00:00,279.0,0.0,279.0,38.0,HEL1OS
2026-06-03 00:13:29+00:00,2026-06-03 00:13:29+00:00,2026-06-03 00:14:11+00:00,247.0,0.0,247.0,42.0,HEL1OS
2026-06-03 00:31:16+00:00,2026-06-03 00:31:30+00:00,2026-06-03 00:35:59+00:00,233.0,0.0,233.0,283.0,HEL1OS
2026-06-03 00:38:42+00:00,2026-06-03 00:39:21+00:00,2026-06-03 00:41:09+00:00,229.0,0.0,229.0,147.0,HEL1OS
2026-06-03 00:50:12+00:00,2026-06-03 00:51:19+00:00,2026-06-03 00:51:40+00:00,258.0,0.0,258.0,88.0,HEL1OS
2026-06-03 00:54:11+00:00,2026-06-03 00:54:55+00:00,2026-06-03 00:54:59+00:00,316.0,0.0,316.0,48.0,HEL1OS
2026-06-03 01:07:50+00:00,2026-06-03 01:07:57+00:00,2026-06-03 01:08:18+00:00,227.0,0.0,227.0,28.0,HEL1OS
2026-06-03 01:13:11+00:00,2026-06-03 01:13:27+00:00,2026-06-03 01:14:36+00:00,295.0,0.0,295.0,85.0,HEL1OS
2026-06-03 01:18:50+00:00,2026-06-03 01:19:15+00:00,2026-06-03 01:20:38+00:00,294.0,0.0,294.0,108.0,HEL1OS
2026-06-03 01:26:35+00:00,2026-06-03 01:30:30+00:00,2026-06-03 01:33:48+00:00,2144.0,0.0,2144.0,433.0,HEL1OS
2026-06-03 01:46:42+00:00,2026-06-03 01:49:45+00:00,2026-06-03 01:49:56+00:00,222.0,0.0,222.0,194.0,HEL1OS
2026-06-03 01:53:19+00:00,2026-06-03 01:53:31+00:00,2026-06-03 01:53:36+00:00,264.0,0.0,264.0,17.0,HEL1OS
2026-06-03 01:55:12+00:00,2026-06-03 01:57:21+00:00,2026-06-03 01:59:07+00:00,322.0,0.0,322.0,235.0,HEL1OS
2026-06-03 02:11:50+00:00,2026-06-03 02:11:57+00:00,2026-06-03 02:13:10+00:00,264.0,0.0,264.0,80.0,HEL1OS
2026-06-03 02:20:03+00:00,2026-06-03 02:20:27+00:00,2026-06-03 02:20:46+00:00,203.0,0.0,203.0,43.0,HEL1OS
2026-06-03 02:22:59+00:00,2026-06-03 02:23:38+00:00,2026-06-03 02:23:53+00:00,224.0,0.0,224.0,54.0,HEL1OS
2026-06-03 02:47:21+00:00,2026-06-03 02:48:42+00:00,2026-06-03 02:49:53+00:00,288.0,0.0,288.0,152.0,HEL1OS
2026-06-03 03:05:07+00:00,2026-06-03 03:07:54+00:00,2026-06-03 03:08:08+00:00,261.0,0.0,261.0,181.0,HEL1OS
2026-06-03 03:35:28+00:00,2026-06-03 03:36:40+00:00,2026-06-03 03:37:01+00:00,212.0,0.0,212.0,93.0,HEL1OS
2026-06-03 03:46:40+00:00,2026-06-03 03:47:51+00:00,2026-06-03 03:48:05+00:00,264.0,0.0,264.0,85.0,HEL1OS
2026-06-03 04:12:01+00:00,2026-06-03 04:13:30+00:00,2026-06-03 04:16:19+00:00,320.0,0.0,320.0,258.0,HEL1OS
2026-06-03 04:29:45+00:00,2026-06-03 04:30:39+00:00,2026-06-03 04:31:29+00:00,318.0,0.0,318.0,104.0,HEL1OS
2026-06-03 04:42:11+00:00,2026-06-03 04:42:35+00:00,2026-06-03 04:43:12+00:00,257.0,0.0,257.0,61.0,HEL1OS
2026-06-03 04:46:31+00:00,2026-06-03 04:47:39+00:00,2026-06-03 04:47:57+00:00,248.0,0.0,248.0,86.0,HEL1OS
2026-06-03 04:55:02+00:00,2026-06-03 04:55:11+00:00,2026-06-03 04:55:31+00:00,300.0,0.0,300.0,29.0,HEL1OS
2026-06-03 04:57:20+00:00,2026-06-03 04:57:45+00:00,2026-06-03 04:57:50+00:00,187.0,0.0,187.0,30.0,HEL1OS
2026-06-03 05:01:40+00:00,2026-06-03 05:01:59+00:00,2026-06-03 05:04:00+00:00,298.0,0.0,298.0,140.0,HEL1OS
2026-06-03 05:11:10+00:00,2026-06-03 05:11:58+00:00,2026-06-03 05:12:08+00:00,272.0,0.0,272.0,58.0,HEL1OS
2026-06-03 05:16:49+00:00,2026-06-03 05:17:12+00:00,2026-06-03 05:18:14+00:00,264.0,0.0,264.0,85.0,HEL1OS
2026-06-03 05:22:07+00:00,2026-06-03 05:23:08+00:00,2026-06-03 05:24:09+00:00,275.0,0.0,275.0,122.0,HEL1OS
2026-06-03 05:47:44+00:00,2026-06-03 05:47:54+00:00,2026-06-03 05:48:13+00:00,281.0,0.0,281.0,29.0,HEL1OS
2026-06-03 05:49:55+00:00,2026-06-03 05:50:10+00:00,2026-06-03 05:50:10+00:00,142.0,0.0,142.0,15.0,HEL1OS
2026-06-03 05:52:13+00:00,2026-06-03 05:55:34+00:00,2026-06-03 05:57:16+00:00,370.0,0.0,370.0,303.0,HEL1OS
2026-06-03 05:58:59+00:00,2026-06-03 05:59:28+00:00,2026-06-03 05:59:45+00:00,204.0,0.0,204.0,46.0,HEL1OS
2026-06-03 06:12:17+00:00,2026-06-03 06:13:51+00:00,2026-06-03 06:15:42+00:00,271.0,0.0,271.0,205.0,HEL1OS
2026-06-03 06:18:57+00:00,2026-06-03 06:20:08+00:00,2026-06-03 06:20:15+00:00,256.0,0.0,256.0,78.0,HEL1OS
2026-06-03 06:36:26+00:00,2026-06-03 06:36:26+00:00,2026-06-03 06:36:43+00:00,234.0,0.0,234.0,17.0,HEL1OS
2026-06-03 06:41:03+00:00,2026-06-03 06:43:22+00:00,2026-06-03 06:44:49+00:00,336.0,0.0,336.0,226.0,HEL1OS
2026-06-03 06:53:36+00:00,2026-06-03 06:53:38+00:00,2026-06-03 06:54:40+00:00,211.0,0.0,211.0,64.0,HEL1OS
2026-06-03 06:56:14+00:00,2026-06-03 06:57:43+00:00,2026-06-03 07:07:04+00:00,6843.0,0.0,6843.0,650.0,HEL1OS
2026-06-03 07:10:59+00:00,2026-06-03 07:13:47+00:00,2026-06-03 07:14:06+00:00,214.0,0.0,214.0,187.0,HEL1OS
2026-06-03 07:18:42+00:00,2026-06-03 07:19:47+00:00,2026-06-03 07:19:47+00:00,239.0,0.0,239.0,65.0,HEL1OS
2026-06-03 07:33:44+00:00,2026-06-03 07:34:52+00:00,2026-06-03 07:37:18+00:00,248.0,0.0,248.0,214.0,HEL1OS
2026-06-03 07:39:55+00:00,2026-06-03 07:40:04+00:00,2026-06-03 07:42:30+00:00,239.0,0.0,239.0,155.0,HEL1OS
2026-06-03 07:44:44+00:00,2026-06-03 07:46:33+00:00,2026-06-03 07:49:03+00:00,300.0,0.0,300.0,259.0,HEL1OS
2026-06-03 07:55:21+00:00,2026-06-03 07:56:00+00:00,2026-06-03 07:57:18+00:00,292.0,0.0,292.0,117.0,HEL1OS
2026-06-03 08:03:13+00:00,2026-06-03 08:03:51+00:00,2026-06-03 08:05:08+00:00,324.0,0.0,324.0,115.0,HEL1OS
2026-06-03 08:15:55+00:00,2026-06-03 08:15:55+00:00,2026-06-03 08:16:05+00:00,127.0,0.0,127.0,10.0,HEL1OS
2026-06-03 08:20:37+00:00,2026-06-03 08:20:39+00:00,2026-06-03 08:20:52+00:00,255.0,0.0,255.0,15.0,HEL1OS
2026-06-03 08:23:30+00:00,2026-06-03 08:23:32+00:00,2026-06-03 08:25:09+00:00,281.0,0.0,281.0,99.0,HEL1OS
2026-06-03 08:31:05+00:00,2026-06-03 08:31:05+00:00,2026-06-03 08:31:19+00:00,205.0,0.0,205.0,14.0,HEL1OS
2026-06-03 08:34:34+00:00,2026-06-03 08:34:41+00:00,2026-06-03 08:35:18+00:00,263.0,0.0,263.0,44.0,HEL1OS
2026-06-03 08:48:58+00:00,2026-06-03 08:49:31+00:00,2026-06-03 08:50:19+00:00,240.0,0.0,240.0,81.0,HEL1OS
2026-06-03 08:53:41+00:00,2026-06-03 08:54:43+00:00,2026-06-03 08:56:45+00:00,264.0,0.0,264.0,184.0,HEL1OS
2026-06-03 08:58:44+00:00,2026-06-03 09:00:07+00:00,2026-06-03 09:01:59+00:00,259.0,0.0,259.0,195.0,HEL1OS
2026-06-03 09:16:34+00:00,2026-06-03 09:16:43+00:00,2026-06-03 09:18:06+00:00,296.0,0.0,296.0,92.0,HEL1OS
2026-06-03 09:25:28+00:00,2026-06-03 09:26:06+00:00,2026-06-03 09:27:00+00:00,234.0,0.0,234.0,92.0,HEL1OS
2026-06-03 09:30:16+00:00,2026-06-03 09:31:13+00:00,2026-06-03 09:31:19+00:00,261.0,0.0,261.0,63.0,HEL1OS
2026-06-03 09:55:19+00:00,2026-06-03 09:56:44+00:00,2026-06-03 09:57:00+00:00,281.0,0.0,281.0,101.0,HEL1OS
2026-06-03 10:12:47+00:00,2026-06-03 10:14:02+00:00,2026-06-03 10:15:15+00:00,258.0,0.0,258.0,148.0,HEL1OS
2026-06-03 10:17:39+00:00,2026-06-03 10:18:05+00:00,2026-06-03 10:18:43+00:00,247.0,0.0,247.0,64.0,HEL1OS
2026-06-03 10:20:18+00:00,2026-06-03 10:20:47+00:00,2026-06-03 10:22:58+00:00,327.0,0.0,327.0,160.0,HEL1OS
2026-06-03 10:37:56+00:00,2026-06-03 10:38:11+00:00,2026-06-03 10:38:26+00:00,190.0,0.0,190.0,30.0,HEL1OS
2026-06-03 10:40:38+00:00,2026-06-03 10:40:40+00:00,2026-06-03 10:41:39+00:00,257.0,0.0,257.0,61.0,HEL1OS
2026-06-03 10:51:55+00:00,2026-06-03 10:51:55+00:00,2026-06-03 10:53:05+00:00,271.0,0.0,271.0,70.0,HEL1OS
2026-06-03 10:57:10+00:00,2026-06-03 10:57:17+00:00,2026-06-03 10:57:49+00:00,258.0,0.0,258.0,39.0,HEL1OS
2026-06-03 10:59:30+00:00,2026-06-03 11:03:32+00:00,2026-06-03 11:04:39+00:00,262.0,0.0,262.0,309.0,HEL1OS
2026-06-03 11:11:26+00:00,2026-06-03 11:12:33+00:00,2026-06-03 11:12:33+00:00,218.0,0.0,218.0,67.0,HEL1OS
2026-06-03 11:14:44+00:00,2026-06-03 11:15:48+00:00,2026-06-03 11:16:37+00:00,331.0,0.0,331.0,113.0,HEL1OS
2026-06-03 11:21:29+00:00,2026-06-03 11:22:05+00:00,2026-06-03 11:28:49+00:00,1712.0,0.0,1712.0,440.0,HEL1OS
2026-06-03 11:41:24+00:00,2026-06-03 11:51:54+00:00,2026-06-03 11:52:38+00:00,230.0,0.0,230.0,674.0,HEL1OS
2026-06-03 11:59:02+00:00,2026-06-03 11:59:04+00:00,2026-06-03 11:59:46+00:00,255.0,0.0,255.0,44.0,HEL1OS
2026-06-03 12:07:49+00:00,2026-06-03 12:09:57+00:00,2026-06-03 12:10:11+00:00,262.0,0.0,262.0,142.0,HEL1OS
2026-06-03 12:15:10+00:00,2026-06-03 12:16:35+00:00,2026-06-03 12:17:30+00:00,304.0,0.0,304.0,140.0,HEL1OS
2026-06-03 12:25:37+00:00,2026-06-03 12:25:37+00:00,2026-06-03 12:26:14+00:00,204.0,0.0,204.0,37.0,HEL1OS
2026-06-03 12:49:00+00:00,2026-06-03 12:49:12+00:00,2026-06-03 12:49:12+00:00,268.0,0.0,268.0,12.0,HEL1OS
2026-06-03 13:04:11+00:00,2026-06-03 13:04:38+00:00,2026-06-03 13:05:32+00:00,216.0,0.0,216.0,81.0,HEL1OS
2026-06-03 13:17:48+00:00,2026-06-03 13:18:44+00:00,2026-06-03 13:19:00+00:00,233.0,0.0,233.0,72.0,HEL1OS
2026-06-03 13:28:34+00:00,2026-06-03 13:28:34+00:00,2026-06-03 13:29:01+00:00,334.0,0.0,334.0,27.0,HEL1OS
2026-06-03 13:33:30+00:00,2026-06-03 13:34:07+00:00,2026-06-03 13:34:22+00:00,230.0,0.0,230.0,52.0,HEL1OS
2026-06-03 13:46:49+00:00,2026-06-03 13:47:49+00:00,2026-06-03 13:49:03+00:00,269.0,0.0,269.0,134.0,HEL1OS
2026-06-03 13:53:48+00:00,2026-06-03 13:53:55+00:00,2026-06-03 13:54:09+00:00,261.0,0.0,261.0,21.0,HEL1OS
2026-06-03 13:56:30+00:00,2026-06-03 13:56:37+00:00,2026-06-03 13:56:45+00:00,234.0,0.0,234.0,15.0,HEL1OS
2026-06-03 14:09:59+00:00,2026-06-03 14:11:24+00:00,2026-06-03 14:11:38+00:00,238.0,0.0,238.0,99.0,HEL1OS
2026-06-03 14:15:19+00:00,2026-06-03 14:15:24+00:00,2026-06-03 14:15:55+00:00,352.0,0.0,352.0,36.0,HEL1OS
2026-06-03 14:45:10+00:00,2026-06-03 14:46:51+00:00,2026-06-03 14:47:15+00:00,290.0,0.0,290.0,125.0,HEL1OS
2026-06-03 14:54:22+00:00,2026-06-03 14:59:30+00:00,2026-06-03 15:00:50+00:00,307.0,0.0,307.0,388.0,HEL1OS
2026-06-03 15:03:36+00:00,2026-06-03 15:04:32+00:00,2026-06-03 15:05:08+00:00,298.0,0.0,298.0,92.0,HEL1OS
2026-06-03 15:12:22+00:00,2026-06-03 15:13:11+00:00,2026-06-03 15:14:02+00:00,276.0,0.0,276.0,100.0,HEL1OS
2026-06-03 15:19:24+00:00,2026-06-03 15:19:32+00:00,2026-06-03 15:19:43+00:00,270.0,0.0,270.0,19.0,HEL1OS
2026-06-03 15:22:28+00:00,2026-06-03 15:23:40+00:00,2026-06-03 15:24:26+00:00,255.0,0.0,255.0,118.0,HEL1OS
2026-06-03 15:26:42+00:00,2026-06-03 15:27:32+00:00,2026-06-03 15:28:01+00:00,279.0,0.0,279.0,79.0,HEL1OS
2026-06-03 15:29:56+00:00,2026-06-03 15:31:07+00:00,2026-06-03 15:36:44+00:00,291.0,0.0,291.0,408.0,HEL1OS
2026-06-03 15:45:15+00:00,2026-06-03 15:45:44+00:00,2026-06-03 15:50:10+00:00,304.0,0.0,304.0,295.0,HEL1OS
2026-06-03 15:56:53+00:00,2026-06-03 15:57:25+00:00,2026-06-03 15:58:12+00:00,273.0,0.0,273.0,79.0,HEL1OS
2026-06-03 16:01:23+00:00,2026-06-03 16:01:39+00:00,2026-06-03 16:02:35+00:00,222.0,0.0,222.0,72.0,HEL1OS
2026-06-03 16:04:22+00:00,2026-06-03 16:04:52+00:00,2026-06-03 16:06:37+00:00,258.0,0.0,258.0,135.0,HEL1OS
2026-06-03 16:26:35+00:00,2026-06-03 16:27:08+00:00,2026-06-03 16:27:51+00:00,292.0,0.0,292.0,76.0,HEL1OS
2026-06-03 16:33:27+00:00,2026-06-03 16:39:28+00:00,2026-06-03 16:42:25+00:00,325.0,0.0,325.0,538.0,HEL1OS
2026-06-03 16:49:33+00:00,2026-06-03 16:50:00+00:00,2026-06-03 16:50:14+00:00,216.0,0.0,216.0,41.0,HEL1OS
2026-06-03 16:57:47+00:00,2026-06-03 16:58:49+00:00,2026-06-03 17:00:11+00:00,315.0,0.0,315.0,144.0,HEL1OS
2026-06-03 17:09:18+00:00,2026-06-03 17:10:12+00:00,2026-06-03 17:10:34+00:00,235.0,0.0,235.0,76.0,HEL1OS
2026-06-03 17:13:04+00:00,2026-06-03 17:13:21+00:00,2026-06-03 17:13:43+00:00,221.0,0.0,221.0,39.0,HEL1OS
2026-06-03 17:15:39+00:00,2026-06-03 17:16:18+00:00,2026-06-03 17:16:32+00:00,225.0,0.0,225.0,53.0,HEL1OS
2026-06-03 17:24:14+00:00,2026-06-03 17:25:02+00:00,2026-06-03 17:26:11+00:00,289.0,0.0,289.0,117.0,HEL1OS
2026-06-03 17:32:01+00:00,2026-06-03 17:33:12+00:00,2026-06-03 17:33:26+00:00,235.0,0.0,235.0,85.0,HEL1OS
2026-06-03 17:35:14+00:00,2026-06-03 17:35:37+00:00,2026-06-03 17:41:50+00:00,304.0,0.0,304.0,396.0,HEL1OS
2026-06-03 17:43:59+00:00,2026-06-03 17:46:04+00:00,2026-06-03 17:47:06+00:00,262.0,0.0,262.0,187.0,HEL1OS
2026-06-03 17:56:09+00:00,2026-06-03 17:56:39+00:00,2026-06-03 17:56:47+00:00,210.0,0.0,210.0,38.0,HEL1OS
2026-06-03 17:59:04+00:00,2026-06-03 17:59:15+00:00,2026-06-03 17:59:15+00:00,123.0,0.0,123.0,11.0,HEL1OS
2026-06-03 18:08:22+00:00,2026-06-03 18:09:40+00:00,2026-06-03 18:10:02+00:00,232.0,0.0,232.0,100.0,HEL1OS
2026-06-03 18:17:06+00:00,2026-06-03 18:17:22+00:00,2026-06-03 18:17:38+00:00,229.0,0.0,229.0,32.0,HEL1OS
2026-06-03 18:49:25+00:00,2026-06-03 18:51:04+00:00,2026-06-03 18:51:37+00:00,359.0,0.0,359.0,132.0,HEL1OS
2026-06-03 18:53:40+00:00,2026-06-03 18:54:05+00:00,2026-06-03 18:54:10+00:00,194.0,0.0,194.0,30.0,HEL1OS
2026-06-03 19:06:47+00:00,2026-06-03 19:06:54+00:00,2026-06-03 19:07:24+00:00,252.0,0.0,252.0,37.0,HEL1OS
2026-06-03 19:11:11+00:00,2026-06-03 19:11:16+00:00,2026-06-03 19:12:34+00:00,293.0,0.0,293.0,83.0,HEL1OS
2026-06-03 19:21:35+00:00,2026-06-03 19:22:23+00:00,2026-06-03 19:23:17+00:00,285.0,0.0,285.0,102.0,HEL1OS
2026-06-03 19:36:21+00:00,2026-06-03 19:37:05+00:00,2026-06-03 19:37:37+00:00,262.0,0.0,262.0,76.0,HEL1OS
2026-06-03 19:43:40+00:00,2026-06-03 19:43:42+00:00,2026-06-03 19:44:09+00:00,271.0,0.0,271.0,29.0,HEL1OS
2026-06-03 19:52:39+00:00,2026-06-03 19:52:55+00:00,2026-06-03 19:53:19+00:00,166.0,0.0,166.0,40.0,HEL1OS
2026-06-03 19:57:13+00:00,2026-06-03 19:57:35+00:00,2026-06-03 19:57:51+00:00,177.0,0.0,177.0,38.0,HEL1OS
2026-06-03 20:10:59+00:00,2026-06-03 20:11:47+00:00,2026-06-03 20:12:01+00:00,235.0,0.0,235.0,62.0,HEL1OS
2026-06-03 20:16:56+00:00,2026-06-03 20:17:01+00:00,2026-06-03 20:17:39+00:00,220.0,0.0,220.0,43.0,HEL1OS
2026-06-03 20:19:11+00:00,2026-06-03 20:19:27+00:00,2026-06-03 20:19:49+00:00,213.0,0.0,213.0,38.0,HEL1OS
2026-06-03 20:28:27+00:00,2026-06-03 20:28:35+00:00,2026-06-03 20:29:07+00:00,195.0,0.0,195.0,40.0,HEL1OS
2026-06-03 20:32:41+00:00,2026-06-03 20:34:00+00:00,2026-06-03 20:34:30+00:00,268.0,0.0,268.0,109.0,HEL1OS
2026-06-03 20:50:20+00:00,2026-06-03 20:52:12+00:00,2026-06-03 20:52:42+00:00,324.0,0.0,324.0,142.0,HEL1OS
2026-06-03 20:54:38+00:00,2026-06-03 20:54:47+00:00,2026-06-03 20:55:06+00:00,271.0,0.0,271.0,28.0,HEL1OS
2026-06-03 21:00:51+00:00,2026-06-03 21:01:54+00:00,2026-06-03 21:01:59+00:00,236.0,0.0,236.0,68.0,HEL1OS
2026-06-03 21:06:05+00:00,2026-06-03 21:06:13+00:00,2026-06-03 21:06:17+00:00,246.0,0.0,246.0,12.0,HEL1OS
2026-06-03 21:13:16+00:00,2026-06-03 21:13:56+00:00,2026-06-03 21:15:17+00:00,272.0,0.0,272.0,121.0,HEL1OS
2026-06-03 21:22:04+00:00,2026-06-03 21:22:44+00:00,2026-06-03 21:23:06+00:00,245.0,0.0,245.0,62.0,HEL1OS
2026-06-03 21:36:00+00:00,2026-06-03 21:36:15+00:00,2026-06-03 21:37:09+00:00,298.0,0.0,298.0,69.0,HEL1OS
2026-06-03 21:42:23+00:00,2026-06-03 21:42:47+00:00,2026-06-03 21:42:54+00:00,231.0,0.0,231.0,31.0,HEL1OS
2026-06-03 21:49:42+00:00,2026-06-03 21:49:57+00:00,2026-06-03 21:50:09+00:00,316.0,0.0,316.0,27.0,HEL1OS
2026-06-03 21:52:25+00:00,2026-06-03 21:52:43+00:00,2026-06-03 21:53:42+00:00,191.0,0.0,191.0,77.0,HEL1OS
2026-06-03 22:00:31+00:00,2026-06-03 22:00:33+00:00,2026-06-03 22:01:48+00:00,301.0,0.0,301.0,77.0,HEL1OS
2026-06-03 22:03:38+00:00,2026-06-03 22:03:52+00:00,2026-06-03 22:03:52+00:00,150.0,0.0,150.0,14.0,HEL1OS
2026-06-03 22:13:16+00:00,2026-06-03 22:13:46+00:00,2026-06-03 22:17:00+00:00,290.0,0.0,290.0,224.0,HEL1OS
2026-06-03 22:32:28+00:00,2026-06-03 22:32:43+00:00,2026-06-03 22:32:57+00:00,272.0,0.0,272.0,29.0,HEL1OS
2026-06-03 22:43:28+00:00,2026-06-03 22:44:14+00:00,2026-06-03 22:45:38+00:00,286.0,0.0,286.0,130.0,HEL1OS
2026-06-03 22:47:15+00:00,2026-06-03 22:47:31+00:00,2026-06-03 22:48:36+00:00,271.0,0.0,271.0,81.0,HEL1OS
2026-06-03 22:51:14+00:00,2026-06-03 22:51:23+00:00,2026-06-03 22:53:08+00:00,355.0,0.0,355.0,114.0,HEL1OS
2026-06-03 22:54:56+00:00,2026-06-03 22:55:04+00:00,2026-06-03 22:55:49+00:00,215.0,0.0,215.0,53.0,HEL1OS
2026-06-03 23:12:55+00:00,2026-06-03 23:15:44+00:00,2026-06-03 23:16:29+00:00,297.0,0.0,297.0,214.0,HEL1OS
2026-06-03 23:21:24+00:00,2026-06-03 23:21:39+00:00,2026-06-03 23:22:05+00:00,241.0,0.0,241.0,41.0,HEL1OS
2026-06-03 23:30:56+00:00,2026-06-03 23:31:13+00:00,2026-06-03 23:31:13+00:00,156.0,0.0,156.0,17.0,HEL1OS
2026-06-03 23:34:09+00:00,2026-06-03 23:34:29+00:00,2026-06-03 23:34:44+00:00,235.0,0.0,235.0,35.0,HEL1OS
2026-06-03 23:37:08+00:00,2026-06-03 23:43:39+00:00,2026-06-03 23:44:59+00:00,461.0,0.0,461.0,471.0,HEL1OS
2026-06-03 23:46:45+00:00,2026-06-03 23:47:28+00:00,2026-06-03 23:47:28+00:00,188.0,0.0,188.0,43.0,HEL1OS
2026-06-03 23:54:32+00:00,2026-06-03 23:55:26+00:00,2026-06-03 23:55:56+00:00,271.0,0.0,271.0,84.0,HEL1OS
